episode: 500, epsilon: 0.9700000000000255, average steps: 5.424, maximum length: 7, average length: 4.222, average reward: 0.14, average loss: 0.5673328243670099
episode: 43300, epsilon: 0.1, average steps: 5.3, maximum length: 5, average length: 4.13, average reward: -0.35, average loss: 0.33594626489747204
episode: 43400, epsilon: 0.1, average steps: 5.51, maximum length: 8, average length: 4.25, average reward: 0.38, average loss: 0.3237753394686678
episode: 43500, epsilon: 0.1, average steps: 6.29, maximum length: 6, average length: 4.29, average reward: 0.48, average loss: 0.32362463250430173
episode: 43600, epsilon: 0.1, average steps: 5.26, maximum length: 6, average length: 4.24, average reward: 0.23, average loss: 0.3013496246675469
episode: 43700, epsilon: 0.1, average steps: 4.99, maximum length: 5, average length: 4.15, average reward: -0.25, average loss: 0.3415764311817084
episode: 43800, epsilon: 0.1, average steps: 5.42, maximum length: 6, average length: 4.17, average reward: -0.13, average loss: 0.31062165464066804
episode: 43900, epsilon: 0.1, average steps: 5.33, maximum length: 5, average length: 4.19, average reward: -0.05, average loss: 0.3280454249046428
episode: 44000, epsilon: 0.1, average steps: 5.0, maximum length: 6, average length: 4.23, average reward: 0.18, average loss: 0.3495799257162871
episode: 44100, epsilon: 0.1, average steps: 5.33, maximum length: 6, average length: 4.19, average reward: -0.03, average loss: 0.31797924185761633
episode: 44200, epsilon: 0.1, average steps: 5.09, maximum length: 6, average length: 4.15, average reward: -0.23, average loss: 0.3247396425430861
episode: 44300, epsilon: 0.1, average steps: 5.6, maximum length: 7, average length: 4.2, average reward: 0.05, average loss: 0.3133610150733667
episode: 44400, epsilon: 0.1, average steps: 5.42, maximum length: 6, average length: 4.21, average reward: 0.07, average loss: 0.32199199884108126
episode: 44500, epsilon: 0.1, average steps: 5.42, maximum length: 6, average length: 4.2, average reward: 0.03, average loss: 0.3114607458427636
episode: 44600, epsilon: 0.1, average steps: 5.52, maximum length: 7, average length: 4.19, average reward: -0.01, average loss: 0.33328589709697265
episode: 44700, epsilon: 0.1, average steps: 5.42, maximum length: 7, average length: 4.17, average reward: -0.12, average loss: 0.31820489073542346
episode: 44800, epsilon: 0.1, average steps: 5.86, maximum length: 6, average length: 4.18, average reward: -0.07, average loss: 0.31892396336523654
episode: 44900, epsilon: 0.1, average steps: 5.39, maximum length: 7, average length: 4.26, average reward: 0.34, average loss: 0.34337184754860545
episode: 45000, epsilon: 0.1, average steps: 5.46, maximum length: 6, average length: 4.15, average reward: -0.24, average loss: 0.31066905813203294
episode: 45100, epsilon: 0.1, average steps: 5.16, maximum length: 6, average length: 4.14, average reward: -0.29, average loss: 0.30239561093228334
episode: 45200, epsilon: 0.1, average steps: 5.27, maximum length: 7, average length: 4.18, average reward: -0.05, average loss: 0.31534287456557075
episode: 45300, epsilon: 0.1, average steps: 5.1, maximum length: 6, average length: 4.13, average reward: -0.33, average loss: 0.32788304010822433
episode: 45400, epsilon: 0.1, average steps: 6.23, maximum length: 6, average length: 4.3, average reward: 0.56, average loss: 0.32863270474189543
episode: 45500, epsilon: 0.1, average steps: 5.21, maximum length: 6, average length: 4.17, average reward: -0.12, average loss: 0.3234816650335291
episode: 45600, epsilon: 0.1, average steps: 6.08, maximum length: 7, average length: 4.25, average reward: 0.31, average loss: 0.3233851583234079
episode: 45700, epsilon: 0.1, average steps: 5.81, maximum length: 6, average length: 4.17, average reward: -0.14, average loss: 0.31824329089873
episode: 45800, epsilon: 0.1, average steps: 6.11, maximum length: 7, average length: 4.28, average reward: 0.47, average loss: 0.30856851535474067
episode: 45900, epsilon: 0.1, average steps: 5.8, maximum length: 7, average length: 4.27, average reward: 0.42, average loss: 0.33049107481125123
episode: 46000, epsilon: 0.1, average steps: 5.77, maximum length: 6, average length: 4.2, average reward: 0.03, average loss: 0.33127534184656837
episode: 46100, epsilon: 0.1, average steps: 5.96, maximum length: 6, average length: 4.21, average reward: 0.1, average loss: 0.3303843687949147
episode: 46200, epsilon: 0.1, average steps: 5.8, maximum length: 6, average length: 4.21, average reward: 0.07, average loss: 0.32479134750603156
episode: 46300, epsilon: 0.1, average steps: 5.51, maximum length: 7, average length: 4.26, average reward: 0.37, average loss: 0.3149577991251386
episode: 46400, epsilon: 0.1, average steps: 5.39, maximum length: 6, average length: 4.22, average reward: 0.11, average loss: 0.3231348054787895
episode: 46500, epsilon: 0.1, average steps: 5.25, maximum length: 6, average length: 4.12, average reward: -0.39, average loss: 0.32179401378813227
episode: 46600, epsilon: 0.1, average steps: 6.37, maximum length: 7, average length: 4.23, average reward: 0.19, average loss: 0.32586621315274206
episode: 46700, epsilon: 0.1, average steps: 5.79, maximum length: 6, average length: 4.24, average reward: 0.25, average loss: 0.3057748436160892
episode: 46800, epsilon: 0.1, average steps: 4.95, maximum length: 7, average length: 4.21, average reward: 0.09, average loss: 0.3193311380295493
episode: 46900, epsilon: 0.1, average steps: 6.46, maximum length: 6, average length: 4.26, average reward: 0.34, average loss: 0.32740766102514196
episode: 47000, epsilon: 0.1, average steps: 5.33, maximum length: 6, average length: 4.22, average reward: 0.13, average loss: 0.31448411738130494
episode: 47100, epsilon: 0.1, average steps: 5.63, maximum length: 6, average length: 4.17, average reward: -0.12, average loss: 0.3281044945325572
episode: 47200, epsilon: 0.1, average steps: 4.76, maximum length: 6, average length: 4.19, average reward: -0.04, average loss: 0.3245212315555784
episode: 47300, epsilon: 0.1, average steps: 5.5, maximum length: 6, average length: 4.18, average reward: -0.09, average loss: 0.3361163634438708
episode: 47400, epsilon: 0.1, average steps: 5.6, maximum length: 7, average length: 4.21, average reward: 0.08, average loss: 0.3292966823504945
episode: 47500, epsilon: 0.1, average steps: 5.78, maximum length: 5, average length: 4.21, average reward: 0.05, average loss: 0.3179637982647078
episode: 47600, epsilon: 0.1, average steps: 6.25, maximum length: 6, average length: 4.25, average reward: 0.28, average loss: 0.32100271041169764
episode: 47700, epsilon: 0.1, average steps: 5.26, maximum length: 6, average length: 4.19, average reward: -0.02, average loss: 0.33018207718896003
episode: 47800, epsilon: 0.1, average steps: 5.5, maximum length: 8, average length: 4.22, average reward: 0.18, average loss: 0.3268413250030426
episode: 47900, epsilon: 0.1, average steps: 5.66, maximum length: 6, average length: 4.2, average reward: 0.02, average loss: 0.33951886343377546
episode: 48000, epsilon: 0.1, average steps: 5.63, maximum length: 7, average length: 4.25, average reward: 0.31, average loss: 0.32812060020436057
episode: 48100, epsilon: 0.1, average steps: 5.88, maximum length: 6, average length: 4.14, average reward: -0.29, average loss: 0.3170993649045387
episode: 48200, epsilon: 0.1, average steps: 5.56, maximum length: 6, average length: 4.23, average reward: 0.16, average loss: 0.3112057315764419
episode: 48300, epsilon: 0.1, average steps: 5.69, maximum length: 6, average length: 4.23, average reward: 0.18, average loss: 0.3326455816228839
episode: 48400, epsilon: 0.1, average steps: 6.24, maximum length: 6, average length: 4.16, average reward: -0.19, average loss: 0.33046577343595973
episode: 48500, epsilon: 0.1, average steps: 5.03, maximum length: 7, average length: 4.16, average reward: -0.15, average loss: 0.3295090446937711
episode: 48600, epsilon: 0.1, average steps: 5.64, maximum length: 6, average length: 4.18, average reward: -0.09, average loss: 0.35544422473263204
episode: 48700, epsilon: 0.1, average steps: 5.19, maximum length: 5, average length: 4.19, average reward: -0.05, average loss: 0.3437437342825412
episode: 48800, epsilon: 0.1, average steps: 5.32, maximum length: 6, average length: 4.22, average reward: 0.12, average loss: 0.3224997406647518
episode: 48900, epsilon: 0.1, average steps: 5.47, maximum length: 6, average length: 4.19, average reward: -0.03, average loss: 0.3038651123805001
episode: 49000, epsilon: 0.1, average steps: 5.51, maximum length: 6, average length: 4.22, average reward: 0.11, average loss: 0.3181642142572903
episode: 49100, epsilon: 0.1, average steps: 5.69, maximum length: 7, average length: 4.33, average reward: 0.7, average loss: 0.3146360710885532
episode: 49200, epsilon: 0.1, average steps: 5.21, maximum length: 7, average length: 4.22, average reward: 0.14, average loss: 0.33768547502072865
episode: 49300, epsilon: 0.1, average steps: 6.06, maximum length: 6, average length: 4.2, average reward: 0.02, average loss: 0.32110511779725914
episode: 49400, epsilon: 0.1, average steps: 5.52, maximum length: 6, average length: 4.23, average reward: 0.17, average loss: 0.3390883007553226
episode: 49500, epsilon: 0.1, average steps: 5.5, maximum length: 6, average length: 4.2, average reward: 0.03, average loss: 0.3124478445739673
episode: 49600, epsilon: 0.1, average steps: 6.13, maximum length: 6, average length: 4.18, average reward: -0.09, average loss: 0.34023581495946464
episode: 49700, epsilon: 0.1, average steps: 5.76, maximum length: 6, average length: 4.27, average reward: 0.37, average loss: 0.34632687769497905
episode: 49800, epsilon: 0.1, average steps: 4.96, maximum length: 7, average length: 4.18, average reward: -0.06, average loss: 0.32134804319610105
episode: 49900, epsilon: 0.1, average steps: 5.17, maximum length: 5, average length: 4.2, average reward: 0.0, average loss: 0.3170804238732643
episode: 50000, epsilon: 0.1, average steps: 5.6, maximum length: 7, average length: 4.36, average reward: 0.91, average loss: 0.32958509088568594
episode: 50100, epsilon: 0.1, average steps: 5.97, maximum length: 6, average length: 4.19, average reward: -0.04, average loss: 0.3390571576193199
episode: 50200, epsilon: 0.1, average steps: 5.51, maximum length: 7, average length: 4.17, average reward: -0.11, average loss: 0.33268341176411786
episode: 50300, epsilon: 0.1, average steps: 5.69, maximum length: 6, average length: 4.19, average reward: -0.03, average loss: 0.3250010056185338
episode: 50400, epsilon: 0.1, average steps: 5.53, maximum length: 6, average length: 4.15, average reward: -0.24, average loss: 0.3246320253775358
episode: 50500, epsilon: 0.1, average steps: 5.29, maximum length: 6, average length: 4.11, average reward: -0.44, average loss: 0.3183468248005528
episode: 50600, epsilon: 0.1, average steps: 5.1, maximum length: 7, average length: 4.26, average reward: 0.35, average loss: 0.3315340482234223
episode: 50700, epsilon: 0.1, average steps: 5.21, maximum length: 5, average length: 4.24, average reward: 0.2, average loss: 0.33340336367289714
episode: 50800, epsilon: 0.1, average steps: 5.81, maximum length: 6, average length: 4.23, average reward: 0.18, average loss: 0.33688454679969865
episode: 50900, epsilon: 0.1, average steps: 5.35, maximum length: 6, average length: 4.15, average reward: -0.23, average loss: 0.3231896361277564
episode: 51000, epsilon: 0.1, average steps: 5.86, maximum length: 5, average length: 4.12, average reward: -0.4, average loss: 0.3169736292666347
episode: 51100, epsilon: 0.1, average steps: 6.02, maximum length: 6, average length: 4.24, average reward: 0.23, average loss: 0.3302014527882263
episode: 51200, epsilon: 0.1, average steps: 5.65, maximum length: 6, average length: 4.17, average reward: -0.14, average loss: 0.33227042378111465
episode: 51300, epsilon: 0.1, average steps: 4.91, maximum length: 6, average length: 4.2, average reward: 0.03, average loss: 0.3147379281471129
episode: 51400, epsilon: 0.1, average steps: 5.25, maximum length: 6, average length: 4.13, average reward: -0.34, average loss: 0.32089769083101555
episode: 51500, epsilon: 0.1, average steps: 6.07, maximum length: 6, average length: 4.22, average reward: 0.13, average loss: 0.32752428031355213
episode: 51600, epsilon: 0.1, average steps: 4.47, maximum length: 6, average length: 4.2, average reward: 0.02, average loss: 0.31972138574229864
episode: 51700, epsilon: 0.1, average steps: 5.52, maximum length: 7, average length: 4.19, average reward: 0.01, average loss: 0.30921260752702967
episode: 51800, epsilon: 0.1, average steps: 5.51, maximum length: 6, average length: 4.14, average reward: -0.28, average loss: 0.3366183566508294
episode: 51900, epsilon: 0.1, average steps: 5.48, maximum length: 7, average length: 4.23, average reward: 0.22, average loss: 0.325194493238923
episode: 52000, epsilon: 0.1, average steps: 5.91, maximum length: 6, average length: 4.17, average reward: -0.13, average loss: 0.30735308901902747
episode: 52100, epsilon: 0.1, average steps: 5.42, maximum length: 6, average length: 4.24, average reward: 0.22, average loss: 0.3241646188024657
